,test,style,body,color,fuel,model_date,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,vehicle_title,description,features,ownership,price,model
701,0,sDrive,внедорожник,черный,бензин,2009,5,2014,автомат,2.0,150.0,74684.0,задний,левый,,3.0,,,"['Зимняя комплектация', 'Гидроусилитель руля', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Галогенные фары', 'Передние противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Рейлинги', 'Задний дворник', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Разделительный подлокотник спереди', 'Электроподогрев передних сидений', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Блок управления фарами', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Задний парктроник', 'Кондиционер', 'Двухзонный климат-контроль', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Зеркала в противосолнечных козырьках', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация']",,896000,X1
702,0,,седан,белый,дизель,2010,4,2011,автомат,2.0,218.0,141000.0,полный,левый,,3.0,,,,,1111000,5-Series
703,0,xDrive30d,внедорожник,черный,дизель,2018,5,2020,автомат,3.0,249.0,1500.0,полный,левый,,1.0,,,"['Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Электрогидроусилитель руля', 'Пневматическая подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Лазерные фары', 'Светодиодные ходовые огни', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Доводчик двери', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Заводская тонировка', 'Обогрев заднего стекла', 'Регулируемый люк', 'Панорамная крыша', 'Рейлинги', 'Задний спойлер', 'Задний дворник', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Спортивные сиденья', 'Поясничная опора в передних сиденьях', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электропривод заднего сиденья', 'Электропривод третьего ряда сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Сиденья с функцией массажа', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Пакет курильщика', 'Разъем электропитания', 'Беспроводное зарядное устройство QI', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Ассистент сохранения полосы движения', 'Система предотвращения выезда из полосы движения (LKA)', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система мониторинга «слепых зон»', 'Система распознавания дорожных знаков', 'Индикатор падения давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Климат-контроль', 'Радио', 'Hands free', 'Джойстик управления мультимедиа', 'Встроенный монитор для пассажиров', 'Полноцветный ЖК-монитор', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Ящик в багажнике', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Запасное колесо неполноразмерное']",,6300000,X7
704,0,116i,седан,черный,бензин,2004,4,2007,механика,1.6,115.0,190000.0,задний,левый,,3.0,,,"['Система старт-стоп', 'Гидроусилитель руля', 'Самонесущие шины', 'Галогенные фары', 'Передние противотуманные фары', 'Задние противотуманные фонари', 'Дополнительный стоп-сигнал', 'Боковые зеркала в цвет кузова', 'Электропривод боковых зеркал', 'Ручки дверей в цвет кузова', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Тахометр', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Поясничная опора в передних сиденьях', 'Электроподогрев передних сидений', 'Выключатель центрального замка', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Пакет курильщика', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Кузов повышенной прочности', 'Трехточечный ремень безопасности', 'Натяжитель ремней безопасности', 'Фиксатор ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система помощи при спуске с горы (DAC)', 'Система адаптивного освещения дороги (AFS)', 'Индикатор повреждения шин', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Система навигации', 'Система памяти в автомобиле и ключе', 'Бортовой компьютер', 'Иммобилайзер', 'Противоугонная система', 'Сигнализация', 'Болты-секретки']",,370000,1-Series
705,0,,внедорожник,черный,бензин,1999,5,2001,автомат,4.4,286.0,346000.0,полный,левый,,1.0,,,,,350000,X5
706,0,,седан,серебристый,бензин,2005,4,2008,автомат,2.0,150.0,125000.0,задний,левый,,2.0,,,,,495000,3-Series
707,0,316i,седан,красный,бензин,1990,4,1995,механика,1.6,102.0,377000.0,задний,левый,,1.0,,,[],,99900,3-Series
708,0,,седан,серый,дизель,2017,4,2019,автомат,3.0,249.0,1500.0,полный,левый,,2.0,,,,,4118098,5-Series
709,0,,седан,черный,дизель,2017,4,2019,автомат,2.0,190.0,29833.0,полный,левый,,1.0,,,,,2575000,5-Series
710,0,,седан,черный,бензин,2011,4,2014,автомат,2.0,184.0,105753.0,полный,левый,,2.0,,,,,1162660,3-Series
711,0,,седан,синий,бензин,2017,4,2017,автомат,2.0,249.0,37919.0,полный,левый,,1.0,,,,,2472000,5-Series
712,0,,внедорожник,белый,дизель,2013,5,2015,автомат,3.0,218.0,107958.0,полный,левый,,1.0,,,,,2412000,X5
713,0,,внедорожник,серый,бензин,2010,5,2013,автомат,2.0,184.0,74243.0,полный,левый,,1.0,,,,,1120000,X3
714,0,,внедорожник,серый,дизель,2010,5,2010,автомат,3.0,269.0,174100.0,полный,левый,,3.0,,,,,1107000,X5
715,0,420i,купе,белый,бензин,2013,2,2014,автомат,2.0,184.0,47766.0,полный,левый,,1.0,,,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Биксеноновые фары', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Cветодиодные задние фонари', 'Задние противотуманные фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Бесконтактное открытие багажника', 'Остекление с защитой от ультрафиолета', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Обогрев рулевого колеса', 'Обогрев форсунок стеклоомывателя', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при старте на подъеме (HAC)', 'Кнопка переключения автомобиля в спортивный режим', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Климат-контроль', 'Радио', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Система навигации', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Система памяти в автомобиле и ключе', 'Зеркала в противосолнечных козырьках', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",,1501000,4-Series
716,0,,внедорожник,синий,бензин,2008,5,2012,автомат,3.0,306.0,136000.0,полный,левый,,3.0,,,,,1297000,X6
717,0,430i,купе,синий,бензин,2013,2,2019,автомат,2.0,249.0,9136.0,полный,левый,,1.0,,,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Задние противотуманные фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Бесконтактное открытие багажника', 'Остекление с защитой от ультрафиолета', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Обогрев рулевого колеса', 'Обогрев форсунок стеклоомывателя', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при старте на подъеме (HAC)', 'Кнопка переключения автомобиля в спортивный режим', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система мониторинга «слепых зон»', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Климат-контроль', 'Радио', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",,2800000,4-Series
718,0,,внедорожник,белый,дизель,2018,5,2020,автомат,3.0,400.0,1020.0,полный,левый,,1.0,,,,,10427607,X7
719,0,,седан,белый,дизель,2017,4,2019,автомат,2.0,190.0,2300.0,полный,левый,,1.0,,,,,2673000,5-Series
720,0,M760i,седан,черный,бензин,2015,4,2019,автомат,6.6,610.0,1007.0,полный,левый,,1.0,,,"['Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электрогидроусилитель руля', 'Пневматическая подвеска', 'Алюминиевые колесные диски', 'Светодиодные фары', 'Лазерные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Обогрев заднего стекла', 'Регулируемый люк', 'Панорамная крыша', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Электропривод передних сидений', 'Электропривод заднего сиденья', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Сиденья с функцией массажа', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система адаптивного освещения дороги (AFS)', 'Система мониторинга «слепых зон»', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Климат-контроль', 'Радио', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Встроенный монитор для пассажиров', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Бортовой компьютер', 'Иммобилайзер']",,12689999,7-Series
721,0,,внедорожник,черный,дизель,2018,5,2019,автомат,3.0,249.0,1680.0,полный,левый,,1.0,,,,,7022457,X7
722,0,,седан,черный,бензин,2011,4,2014,автомат,1.6,136.0,58814.0,задний,левый,,1.0,,,,,1189000,3-Series
723,0,,внедорожник,синий,бензин,2017,5,2018,автомат,2.0,190.0,35000.0,передний,левый,,2.0,,,,,1899000,X2
724,0,318i,седан,синий,бензин,2011,4,2015,автомат,1.5,136.0,75875.0,задний,левый,,2.0,,,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Бесконтактное открытие багажника', 'Обогрев заднего стекла', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Подогрев задних сидений', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Обогрев форсунок стеклоомывателя', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Автоматическое включение аварийной сигнализации при экстренном торможении', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Кнопка переключения автомобиля в спортивный режим', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Динамическое освещение поворотов', 'Система адаптивного освещения дороги (AFS)', 'Система мониторинга «слепых зон»', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Ящик в багажнике', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",,1169000,3-Series
725,0,,внедорожник,черный,дизель,2013,5,2013,автомат,3.0,249.0,136941.0,полный,левый,,1.0,,,,,2255000,X5
726,0,,внедорожник,черный,бензин,2009,5,2011,автомат,2.0,245.0,100168.0,полный,левый,,1.0,,,,,999000,X1
727,0,,внедорожник,серый,бензин,2010,5,2014,автомат,2.0,184.0,70229.0,полный,левый,,1.0,,,,,1717890,X3
728,0,,седан,белый,дизель,2011,4,2014,автомат,2.0,184.0,133011.0,полный,левый,,2.0,,,,,1249000,3-Series
729,0,,седан,синий,бензин,2011,4,2017,автомат,2.0,184.0,35355.0,полный,левый,,1.0,,,,,1829000,3-Series
730,0,,внедорожник,бежевый,дизель,2018,5,2019,автомат,3.0,249.0,6584.0,полный,левый,,1.0,,,,,6599000,X7
731,0,,внедорожник,черный,дизель,2014,5,2018,автомат,3.0,249.0,37776.0,полный,левый,,1.0,,,,,3899000,X6
732,0,,внедорожник,коричневый,дизель,2014,5,2018,автомат,3.0,249.0,26852.0,полный,левый,,1.0,,,,,3779000,X6
733,0,,внедорожник,черный,дизель,2014,5,2018,автомат,3.0,249.0,53612.0,полный,левый,,1.0,,,,,3469000,X6
734,0,430i,купе,синий,бензин,2013,2,2018,автомат,2.0,249.0,13472.0,полный,левый,,1.0,,,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Задние противотуманные фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Бесконтактное открытие багажника', 'Остекление с защитой от ультрафиолета', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Обогрев рулевого колеса', 'Обогрев форсунок стеклоомывателя', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при старте на подъеме (HAC)', 'Кнопка переключения автомобиля в спортивный режим', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система мониторинга «слепых зон»', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Климат-контроль', 'Радио', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",,2489000,4-Series
735,0,,внедорожник,серый,дизель,2017,5,2019,автомат,2.0,190.0,19446.0,полный,левый,,1.0,,,,,3149000,X3
736,0,,внедорожник,черный,дизель,2014,5,2018,автомат,3.0,249.0,45898.0,полный,левый,,1.0,,,,,3399000,X6
737,0,,седан,черный,бензин,2010,4,2016,автомат,2.0,245.0,158509.0,полный,левый,,2.0,,,,,1599000,5-Series
738,0,,внедорожник,черный,дизель,2017,5,2018,автомат,2.0,190.0,18827.0,полный,левый,,1.0,,,,,2988000,X3
739,0,,внедорожник,белый,дизель,2013,5,2013,автомат,3.0,249.0,47082.0,полный,левый,,1.0,,,,,2449000,X5
740,0,,седан,черный,бензин,2011,4,2012,автомат,2.0,245.0,166279.0,задний,левый,,3.0,,,,,849999,3-Series
741,0,,седан,серый,дизель,2015,4,2019,автомат,3.0,249.0,1987.0,полный,левый,,1.0,,,,,5626778,7-Series
742,0,,внедорожник,коричневый,бензин,2006,5,2011,автомат,3.0,306.0,130396.0,полный,левый,,3.0,,,,,1149000,X5
743,0,,внедорожник,черный,дизель,2013,5,2015,автомат,3.0,249.0,158000.0,полный,левый,,2.0,,,,,2500000,X5
744,0,,внедорожник,черный,дизель,2008,5,2008,автомат,3.0,286.0,148268.0,полный,левый,,3.0,,,,,1087000,X6
745,0,xDrive 28i,внедорожник,красный,бензин,2010,5,2013,автомат,2.0,245.0,63100.0,полный,левый,,1.0,,,"['Зимняя комплектация', 'Нагнетатель', 'Гидроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Биксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Cветодиодные задние фонари', 'Датчик света', 'Датчики дождя', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Рейлинги', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Цветной многофункциональный дисплей', 'Кожаная обивка салона', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система помощи при спуске с горы (DAC)', 'Круиз-контроль', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Бортовой компьютер', 'Иммобилайзер', 'Спутниковая противоугонная система']",,1350000,X3
